APP: task-management || date: 2024-09-09 09:36:17.014 || thread: [restartedMain] || level: INFO  || logger: c.p.w.WebclientServiceApplication || line: 50 || message: Starting WebclientServiceApplication using Java 22.0.2 with PID 19884 (C:\Users\User\Desktop\SpringBoot\webclient-service\target\classes started by User in C:\Users\User\Desktop\SpringBoot\webclient-service) 
APP: task-management || date: 2024-09-09 10:03:04.159 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:03:04.159 || thread: [http-nio-8081-exec-2] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 86 || message: Fallback triggered: Circuit breaker is open for task ID: 11 
APP: task-management || date: 2024-09-09 10:03:04.159 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 100 || message: Returning fallback task due to circuit breaker being open for task ID: 11 
APP: task-management || date: 2024-09-09 10:03:04.159 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 89 || message: Successfully fetched task with ID: 11 and title: Created task for database 
APP: task-management || date: 2024-09-09 10:03:06.317 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:03:06.317 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:03:06.318 || thread: [http-nio-8081-exec-3] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 86 || message: Fallback triggered: Circuit breaker is open for task ID: 11 
APP: task-management || date: 2024-09-09 10:03:06.318 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 100 || message: Returning fallback task due to circuit breaker being open for task ID: 11 
APP: task-management || date: 2024-09-09 10:03:06.318 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 89 || message: Successfully fetched task with ID: 11 and title: Created task for database 
APP: task-management || date: 2024-09-09 10:03:09.493 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:09.493 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:09.493 || thread: [http-nio-8081-exec-5] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 46 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:09.493 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 59 || message: Returning fallback users due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:10.053 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:10.054 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:10.054 || thread: [http-nio-8081-exec-4] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 46 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:10.054 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 59 || message: Returning fallback users due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:10.676 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:10.676 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:10.677 || thread: [http-nio-8081-exec-1] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 46 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:10.677 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 59 || message: Returning fallback users due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:11.376 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:11.376 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:11.377 || thread: [http-nio-8081-exec-6] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 46 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:11.377 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 59 || message: Returning fallback users due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:12.009 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:12.009 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:12.011 || thread: [http-nio-8081-exec-7] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 46 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:12.011 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 59 || message: Returning fallback users due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:12.571 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:12.571 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:12.571 || thread: [http-nio-8081-exec-8] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 46 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:12.571 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 59 || message: Returning fallback users due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:13.229 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:13.229 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:13.230 || thread: [http-nio-8081-exec-9] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 46 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:13.230 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 59 || message: Returning fallback users due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:13.806 || thread: [http-nio-8081-exec-10] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:13.806 || thread: [http-nio-8081-exec-10] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:13.807 || thread: [http-nio-8081-exec-10] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 46 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:13.807 || thread: [http-nio-8081-exec-10] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 59 || message: Returning fallback users due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:14.524 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:14.524 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:14.525 || thread: [http-nio-8081-exec-2] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 46 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:14.525 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 59 || message: Returning fallback users due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:15.140 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:15.140 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:15.140 || thread: [http-nio-8081-exec-3] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 46 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:15.141 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 59 || message: Returning fallback users due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:15.845 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:15.845 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:15.846 || thread: [http-nio-8081-exec-5] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 46 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:15.846 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 59 || message: Returning fallback users due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:16.637 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:16.638 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:16.638 || thread: [http-nio-8081-exec-4] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 46 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:16.638 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 59 || message: Returning fallback users due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:17.324 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:17.325 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:17.325 || thread: [http-nio-8081-exec-1] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 46 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:17.325 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 59 || message: Returning fallback users due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:18.037 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:18.038 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:18.065 || thread: [http-nio-8081-exec-7] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:03:19.135 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:19.135 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:19.138 || thread: [http-nio-8081-exec-10] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:03:19.993 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:19.993 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:20.014 || thread: [http-nio-8081-exec-5] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:03:21.000 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:21.001 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:21.005 || thread: [http-nio-8081-exec-6] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:03:21.710 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:21.710 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:21.714 || thread: [http-nio-8081-exec-9] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:03:22.443 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:22.443 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:22.445 || thread: [http-nio-8081-exec-2] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 46 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:22.445 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 59 || message: Returning fallback users due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:23.008 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:03:23.008 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:03:23.010 || thread: [http-nio-8081-exec-3] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 46 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:23.010 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 59 || message: Returning fallback users due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:29.083 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:03:29.085 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:03:29.085 || thread: [http-nio-8081-exec-5] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 45 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:29.085 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 58 || message: Returning fallback tasks due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:30.220 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:03:30.221 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:03:30.221 || thread: [http-nio-8081-exec-4] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 45 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:30.221 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 58 || message: Returning fallback tasks due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:31.188 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:03:31.188 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:03:31.189 || thread: [http-nio-8081-exec-1] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 45 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:31.189 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 58 || message: Returning fallback tasks due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:32.066 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:03:32.066 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:03:32.066 || thread: [http-nio-8081-exec-6] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 45 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:32.066 || thread: [http-nio-8081-exec-6] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 58 || message: Returning fallback tasks due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:32.786 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:03:32.787 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:03:32.787 || thread: [http-nio-8081-exec-7] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 45 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:03:32.787 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 58 || message: Returning fallback tasks due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:03:34.846 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.controller.UserController || line: 31 || message: Received request to get user by ID: 14 
APP: task-management || date: 2024-09-09 10:03:34.846 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 73 || message: getUserById method called for user ID: 14 
APP: task-management || date: 2024-09-09 10:03:34.846 || thread: [http-nio-8081-exec-8] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 87 || message: Fallback triggered: Circuit breaker is open for user ID: 14 
APP: task-management || date: 2024-09-09 10:03:34.846 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 101 || message: Returning fallback user due to circuit breaker being open for user ID: 14 
APP: task-management || date: 2024-09-09 10:03:34.846 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 90 || message: Successfully fetched user with ID: 14 and email: diana.white@example.com 
APP: task-management || date: 2024-09-09 10:03:35.646 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.controller.UserController || line: 31 || message: Received request to get user by ID: 14 
APP: task-management || date: 2024-09-09 10:03:35.646 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 73 || message: getUserById method called for user ID: 14 
APP: task-management || date: 2024-09-09 10:03:35.647 || thread: [http-nio-8081-exec-9] || level: WARN  || logger: c.p.w.service.impl.UserServiceImpl || line: 87 || message: Fallback triggered: Circuit breaker is open for user ID: 14 
APP: task-management || date: 2024-09-09 10:03:35.647 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 101 || message: Returning fallback user due to circuit breaker being open for user ID: 14 
APP: task-management || date: 2024-09-09 10:03:35.647 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 90 || message: Successfully fetched user with ID: 14 and email: diana.white@example.com 
